waktu,username,teks_bersih,kategori_isu,urgensi,sentimen,lokasi_insiden
Apr 3,@PhSimatupang,"ᯇᯒ᯲ᯑ ᯂᯞᯬᯔᯬᯀᯉ᯲ ᯘᯪᯔᯖᯮᯇᯰ Jusuf Kalla biadab laknatullah ini apa tidak paham kalau kenaikan harga BBM punya efek domino yg akan membuat ikut terkatrol naik? 
Yg angkut sayur, telur, ikan, daging dan sempak itu truk serta kapal, bung.
Semua itu pakai BBM! harga sembako",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@loveZS0498,tan90 Ya ga takut kalo ga diphk mah. Kalo di ya tabungan jadi dana darurat fuck PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@wuu_Hz,"dhiins | kan anaknya udah dapet makan gratis, jadi emak bapaknya gak usah dapet duit. ortu yang kerja di , yang buka usaha 'dimatiin' usahanya..

nanti biar 100% bergantung sama bansos/embegeh, biar pas 2029 gampang tinggal ancem semua bantuan itu diputus kalo gak milih.. phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@loveZS0498,tan90 Kalo aja ga di hahahahaha PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@pijaxs,"Pijaa. bener, bokap nyokap gue selalu ngajarin ini, apalagi di zaman sekarang wkwkw laki sekarang kebanyakan nyeleweng, belum lg puber kedua, dan gue liat sendiri saat pandemi bokap di , gue sekeluarga bs survive karena bisnis nyokap.. duit jajan harian gw juga dr nyokap smp skrg phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@anggerstars,":) Banyak massal dan pengangguran karena kita mau digantikan AI. 

Tapi yang mempunyai sistem itu yang akan bertahan. 

Kekayaan apapun kalo di dominasi  dengan kerakusan lama-lama akan habis 

Bahkan sistem ini mencuci otak kita supaya kita tidak bisa menjadi manusia PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@sab2112666,sab2112 trus? naik lho.. duit buzzer cukup ga buat makan? harga sembako,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@lessicematcha,fansbaskaramahendragariskeras susah cari kerja susah cari kerja,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@Idnextgen,"Next Gen Diduga Terjadi Sepihak di PT Tumpuan, Hak Karyawan Tak Dibayar, Emak-Emak: ‘Pantek Kalian’ 1.6K PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@rizahariati,"rizahariati Apalagi kalo orangnya gampang ke trigger... dikit2 hilang fokus, dikit2 harus healing...

Kalo merekanturun performace, otomatis aja PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@sheilamariscah,sheila mariska Makin mahal aja ya harga sembako,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@TBear4ever,Rick Bauer Total phat PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@PHK84R,PHK coming from team 1st in FTA and Luka 1st in FTA. and yet complains to refs that they not getting any calls. lol,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@dedeandreaa,"Ade Kalo meninggal
Bisa lunas, kasihkan ke ahli waris
Ni tmen KPR an. Istri
Istri ninggal. Urus bla bla 
Lunas deh itu rumah. 

Misal dtengah jalan ekonomi gak bagus. Kena atau apa
Bs di over kredit aka djual. 

Kalo ngontrak, bisa? PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@muttle9,"d'animosity Gara2 utang ugal2an duo Mulyoni, gak ada hasil - tahun 2024 aja impor beras 3.48 JUTA ton! besar2an di industri padat karya PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@PHK84R,"PHK FIFA extended the teams so that a team like Italy could qualify easily, but no they had to fk it up lol. Then they complain that it’s absurd and unfair lol. That’s why Italy’s on 3 peats L",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@siska_kurosaki,"김シスカ akan terus kritik prabowo. Selama itu program maling berkedok gizi masih ada, Pendidikan dan kesehatan tidak jadi prioritas, Penebangan hutan tidak diimbangi dengan reboisasi, kejahatan HAM terus menerus, dimana mana gefara efisiensi tolol yang dilakukan prabowo PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@PhK02062724,PhK That is a lie,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@vvibu_akut,"vvibu です Aku juga taunya pas ada ex-karyawan yg ngetweet brand A habis lumayan gede, dan ternyata alasannya krn yg aku sebutin. Aku di masa² pandemi selalu beli brand itu dan selalu di reseller krn harganya lebih murah drpd official store phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@Deeptrench88,"holdmetight Dimana akan banyak harga naik,dan kemungkinan krn menyesuaikan pasar global terutama Amerika krn keEGOisan Trump dalam perang. Ketika semua itu terjadi jangan salahkan Prabowo,karena kesepakatan Trump adlh menyandera pemerintah negara termasuk Indonesia. PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@ariistf,Ari phk 1.3K phk,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@Deeptrench88,"holdmetight Mempercepat kiamat ekonomi Indonesia dimana banyak dan harga melonjak tinggi. Tapi dengan menyepakati, hny menunggu waktu dimana dunia melihat siapa dalang di balik hancurnya ekonomi dunia yg sepenuhnya bukan salah pemerintah Indonesia. Ketika itu terjadi,dimana - PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@adenaufal,"Ade Naufal Dampak kedua: harga naik.

Minyak naik, BBM naik, ongkos angkut naik, ikutan naik.

Dompet lo yang ngerasain. harga sembako",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@Deeptrench88,"holdmetight Indonesia tidak bisa membeli minyak dari Rusia karena kesepakatan dagang Trump,karena banyak industri pabrik Indonesia bergantung AS. Jika Indo beli dr negara lain akan kena sanksi dari Trump. Jika tidak menyapakati dagang akan banyak besar di Indo. Just analysis. PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@majikanpenjabat,"Antimo yg ketemu rakyat tiap hari adalah , sementara di data itu sifatnya umum kan? di data itu ada harga emas, properti, pendidikan tinggi, pendidikan luar sekolah, biaya RS dsb kan? 

yuk coba bikin indeks inflasi harga sembako",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@JaredWi24639698,Jared Wilson your new profile pic is phk phk,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@PeAgaKa,phk yesterday i found this guy crawling in my backpack and just after i uploaded these photos to inat i found out it was a bedbug. I literally never saw one before and they are kinda uncommon in Brazil,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@Ronym96650835,"Ronym Yakin klo angsuran flat 1,2jt sampai akhir?
Nggak ada bunga floating? PHK PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@PhK02062724,PhK BS,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@bakoelrotimanis,bakoelrotimanis apalagi sekelas karyawan yg setiap bulan senam jantung ini masih bisa kerja lagi apa kena ..... PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@widia_yantiii,"Widiayanti Kl beneran, pasti dapat pesangon, bpjs bisa dicairkan. 
Gunakan buat bayar KPR, gak tau kl keuangannya gak rapih.
Konsekuensi ikut KPR memang keuanga harus rapih, susun back up untuk manajemen resiko galbay.

Ikut KPR krn mampunya bayar dgn nyicil sampe selesai, bukan nekat y 2.8K PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@_Ireyana,yana From this to THAT real quick #wlw,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@teguhjus,boy Bapak telah gagal jadi presiden PHK PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@diazzling,"diazz prananda Itu bukan KPRnya yg bermasalah, tp nya yg ngerusak semuanya, dgn ketentuan 30% itu udh bener seharusnya aman, seharusnya analis kredit nya yg tau itu, apakah dia pegawai tetap atau bukan, klo bukan pegawai tetap harusnya jgn di approval PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@Lismanto_Gp,"Babaliyut Ga ada ngaruhnya rakyat tetap aja susah banyak pengangguran,  pekerja banyak di , gaji banyakan UMR, koruptor merajalela, negara kaya raya rakyat banyak yg belangsat, wiss parah parah parah..!!! PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@diofikr,"df harga bahan baku naik = biaya produksi naik > harga barang jadi naik > permintaan menurun > omset menurun > resiko naik, itu yg gw baca kalo perangnya lama. phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@MSadhra,"Mullah Sadhra Trend industri mining kehabisan stok fuel karna vendor stoknya mereka menipis dan harga solar industri naik, imbas dari hal ini bakal ada karna hal ini sampai ada kepastian yg tdk ditentukan phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@Robert87589957,PHK tak isto ako na madarskych strankach,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@kompasiana,Kompasiana PHK PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@85cannabinoids,RJ . phk phk,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@Robert87589957,PHK mame vajka,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@FosterSelm7397,"Selma Foster Massage in  

riyadh  24/24
           1335 riyadh phK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@ceesbutong666,"Mas Devs ningali barudak baroga meming sebenernya bahagia pisannn,najan ka konci ge wios asal bungah,mun galau ku abi di baturan,balikan terus di konci deui ge teu nanaon,ngan asa kesel seakan akan urang mawa wae negatif ka memingna tapi bae asal bahagia weh kalian LOVE U AH PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@PHK84R,PHK this happens when you have low or no educations.,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@Ganci_Karakter,"Gantungan Kunci Lucu Dulu aku karyawan.
Suatu hari dipanggil HRD…
Kupikir ada apa.
Ternyata aku di-PHK.",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@PHK25915425,PHK Intha post pottu example la kamikurathukku yaarum kedaikatha karnathu naala atha naana irrunthukuren oomf.,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@rfanazhari,"F A N It’s already started, PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@LivePhk98733,PHK Channel live,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@LivePhk98733,PHK Channel live น่ารัก #GMMTVFANIVAL2026xTayNew,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@LivePhk98733,PHK Channel live 1.4K,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@wealthgirl88,"Reichesbald Aku pernah 3 taun lalu. Waktu habis di dan ngerasa hidupku hancur. Langsung loss contact sm semua org. Beneran yg langsung ilang sampe semua org penasaran.
Cuma kontakan sama keluarga, pacar dan 3 org temen deketku saat itu. PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@LivePhk98733,PHK Channel live ออร่าพุ่งมาก 1.5K,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Apr 3,@febuaie,phk ไม่เหนื่อยเลยค้าบ เต็มใจซับม้ากมาก พักผ่อนเยอะ ๆ น้าน้องตี๋ ขอให้ตื่นมามีวันที่ดีเหมือนกันน้า,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Muhammad Ali Nashrullah,@Nashwalfath,"waspadai jalan kedungturi setelah ispat indo ke selatan, terutama di beberapa titik seperti depan Indomaret kedungturi & dekat perumahan, masih banyak jalan berlubang , ada yang sampai kedalaman 30 cm. Apalagi kalau malam hari penerangan minim 11m",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
xo!`KIM,@HONNEYBUNNY25,lampu mati LENAMIU CH3 LAND DOM 1h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Donny Satrio,@Donny940,"Selamat siang tolong di bantu infokan ke instansi terkait ada nya jalan rusak d jl garnisun 1 tepatnya depan area rumah sakit hospital semanggi, Jaksel
Monitor Min 1h",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Grayaa,@grayootd,"Jalan rusak , biaya kirim selangit. Investor mana mau lirik daerah pelosok? Saatnya negara hadir langsung membangun dapur untuk rakyat, bukan cuma di kota besar. Keadilan harus merata ke seluruh penjuru negeri! 2h",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
raft,@direktoridosen,"gub mobil 8 m buat menerjang jalan rusak , sedangkan di malaysia hampir gaada 2h",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
tanjiro777,@direktoridosen,sbenernya gk masalh kalau lu pnya barang mewah dipamerin segala macem asal kota yg lu pimpin usahain rapi dana nya terpakai juga buat misalkan jalanan rusak di rapihin benerin misalkan dia pamer2 tapi kota nya 1.9K jalan rusak aja gk dibenerin wajar marah 2h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
junhanmienyemek | sae,@milestdftone,lampu mati 3h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
RiauChannel.Com,@RiauChannelcom,"Aplikasi AMAN Resmi  Diluncurkan, Warga Bisa Lapor Jalan Berlubang Hingga Dapat Bimbingan Psikolog 3h",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Kiamat Change,@tempodotco,"Bencana alam terjadi karena erosi di DAS.   

Solusi pejabat menghabiskan APBN: 
1. Perbaiki jalan rusak 2. Perbaiki jembatan 
3. Perbaiki rumah dan bangunan. 
4. Omon-omon dan foto-foto.  

Penyebab bencana diserahkan ke Tuhan untuk mengurusnya. 4h",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
chocolatecima,@elcimaries,motor gw ga bs di stater hrs di standart 2 + lampu mati hrs ganti 4h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Kiamat Change,@Kiamat_Change,"Bencana alam terjadi karena erosi di DAS. 

Solusi pejabat menghabiskan APBN:
1. Perbaiki jalan rusak 2. Perbaiki jembatan
3. Perbaiki rumah dan bangunan.
4. Omon-omon dan foto-foto

Penyebab bencana diserahkan ke Tuhan untuk mengurusnya. 4h",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
kiaRcp,@flow2098,Lampu mati LOVE UPON A TIME EP2 4h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
FiksiGelap21,@FiksiGelap21,"Tweet 2:
Malam hujan deras. Aku sendirian di kontrakan. Tiba-tiba lampu mati . Dari jendela, aku melihat pria tinggi bertopeng hitam polos berdiri diam di tengah hujan, menatap ke kamarku. 4h",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
cᥲthzy (rest),@flow2098,Lampu mati LOVE UPON A TIME EP2 5h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
alisyaa,@flow2098,Lampu mati LOVE UPON A TIME EP2 5h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
`iaa ‹3,@flow2098,Lampu mati LOVE UPON A TIME EP2 5h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Yoongi Prachaya,@flow2098,Lampu mati LOVE UPON A TIME EP2 5h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Ra,@flow2098,Lampu mati LOVE UPON A TIME EP2 5h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
gene ˃̵͈̑ᴗ˂̵͈̑ LUAT EP2 ON IQIYI,@flow2098,Lampu mati LOVE UPON A TIME EP2 6h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
diandra.song,@flow2098,Lampu mati LOVE UPON A TIME EP2 6h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
¹⁷mei*⁠.⁠✧,@flow2098,lampu mati LUAT ERA 6h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Pung_punk,@flow2098,Lampu mati LOVE UPON A TIME EP2 6h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
𝒆𝒈𝒓𝒄𝒑,@flow2098,lampu mati 𝒐𝒄𝒕𝒐𝒃𝒆𝒓 25 6h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
𝘬𝘪𝘮_𝘣𝘶𝘯𝘯𝘺 || LUAT ERA,@flow2098,Lampu mati LOVE UPON A TIME EP2 6h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
leona,@woodenaddict,"fungsi utama beli mobil bagus kan agar bisa melewati jalan rusak dan berlubang dengan nyaman. instead of diperbaiki jalannya, mereka lebih pilih beli mobil baru yg nyaman untuk melintas wkwk

masih inget tuh gubernur yg bilang marwah kaltim ada di mobil 8.5M 6h",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Radio Elshinta,@RadioElshinta,DETIK-DETIK TRUK OLENG DAN NYARIS TERGULING DI 1K JALAN RUSAK UJUNG JEMBATAN SUNGAI SAYAN 6h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
nutty,@nuttysaham,sama pas lewatin jalan rusak bolong segede gaban 6h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
,@baseconvo,lampu tidurt nderr apalagi kalo km tim lampu mati pas bobo 6h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
naka ☆ミ,@mnhykcore,"Untuk dalam kota mending CRV ga sih... Evoque lebih cocok buat offroad atau ga jalan berlubang yang sering dilalui truk... pernah nyoba evoque, selain berat, tempat duduknya rendah banget dan dashboardnya ketinggian 6h",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
✧,@katorinablu,aku kalo jadi karina di gedung tinggi hotel lampu mati semua trs petirnya sedahsyat itu jg bakal komat-kamit ayat kursi semaleman 8h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Anti Kodok,@kodok_anti,EMANG KALO URUSAN NGELES ENDORSAN JOKOWI INILAH JAGO NYA Ahmad Luthfi Jadi Bulan-Bulanan Warganet Soal Jalan Rusak 9h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
uè !,@clairesbreaux,lampu mati !! 12h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
“ iSaAa. ⋆,@shiverlust,lampu mati 14h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
ㄷㄹㄹ,@ATGCDR,Aku ga nangis seharian td cuma netes bentar pas baca boba Jiji tp ini aku abis mandi abis makan lampu mati udah minum obat terus baca boba Lele langsung tersedu2 14h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Widodo Dodo,@regar_op0sisi,"Ngomong aja gede nggak punya nyali dan naluri bisanya cuma mbg nggak visioner investasi makan bergizi kapan rakyatmu menikmati... jalan rusak , harga pangan tinggi sekolah rusak program konyol yg mubazir 15h",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Teh jus gula batu,@txtdrjkt,"tolong gambarkan pemandangan jalanan macet, polisi, dan 30K jalan berlubang di jakarta 15h",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
IG: @BorobudurNews,@BorobudurNews_,"Support System Level Maksimal di Pelabuhan Merak!

Viral di media sosial, dua truk bermuatan penuh terlihat berjalan sangat mepet di jalan rusak kawasan Dermaga 1, Pelabuhan Merak 16h",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
𐙚𝐖𝐚⁷,@honeyincups,"Dah lah kata gua jgn beli rumah di Depok, petirnya serem bgt bgt. Rumah gua yg dipasang arde/grounding 4m ke bawah tanah aja masih bisa kesamber petir, walaupun cuma 1 bohlam lampu mati korslet, apalagi yg bangun rumahnya asal-asalan 16h",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Star,@_Queen_Putri,"Skill supirnya diatas rata rata 
Keren 10K Momen menegangkan terjadi saat sebuah truk pengangkut sawit nyaris terguling saat melintasi 16h",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
NU MEDIA JATI AGUNG,@nujatiagung,"Kondisi jalan rusak terjadi di Dusun 5 RT 43, Desa Jati Sari, Kecamatan Jati Agung, Kabupaten Lampung Selatan. 16h",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
r. daetong,@SAVVEET,Q. Tim tidur lampu nyala atau mati : lampu mati 17h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
ท,@piseanlit,apalagi kalo dah lampu mati trs main nyelonong nyebrang gitu aja tai bgt ngebahayain orang 17h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Blue Candle | Mr. Blue,@bluecandleway,"Yamaha X Ride gen pertama.

Desain Yamaha itu awal-awal biasanya bagus. Setelah facelift kadang jadi aneh.

Dulu pernah coba punya teman handlingnya oke juga. Dek gak gampang gasruk.

Cocok untuk jalan berlubang yang mungkin akan ditunda proses perbaikannya 18h",Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
,@intropvert,perut gua sakit gara-gara jalan rusak bjir 18h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
perkedel KENtang,@toripecochan,NAAAAW IT'S OKAY WKWKEKE secara kesehatan juga better tidur lampu mati sih 18h,Infrastruktur & Jalan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
